City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Vaitape,PF,-16.5167,-151.75,78.76,74,97,16.98,overcast clouds
447,Pauini,BR,-7.7136,-66.9764,76.12,85,92,2.44,overcast clouds
448,Rudabanya,HU,48.3833,20.6333,33.03,82,0,1.32,clear sky
449,Yerbogachen,RU,61.2767,108.0108,18.77,85,100,3.87,overcast clouds
450,Monte Patria,CL,-30.6919,-70.9467,66.42,54,100,2.57,overcast clouds
451,Grants,US,35.1473,-107.8514,53.83,28,1,0.0,clear sky
452,Belyy Yar,RU,53.6039,91.3903,35.85,59,0,13.42,clear sky
453,Parambu,BR,-6.2111,-40.6944,79.66,57,93,2.39,overcast clouds
454,Tarko-Sale,RU,64.9225,77.785,-1.55,96,17,11.95,few clouds
455,Svetlyy,RU,54.675,20.1347,45.97,68,68,12.8,broken clouds
456,Hualmay,PE,-11.0964,-77.6139,64.36,82,8,7.52,clear sky
457,Virginia Beach,US,36.8529,-75.978,64.02,85,0,12.84,clear sky
458,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,26.37,82,99,13.62,overcast clouds
459,Lompoc,US,34.6391,-120.4579,64.78,75,100,15.99,overcast clouds
460,Margate,GB,51.3813,1.3862,51.91,76,100,1.99,overcast clouds
461,Balabac,PH,7.9868,117.0645,83.1,78,100,19.86,light rain
462,Chimbote,PE,-9.0853,-78.5783,63.73,84,10,6.64,clear sky
463,Monroe,US,43.1501,-77.6831,54.5,72,75,13.8,broken clouds
464,Eenhana,NA,-17.4667,16.3333,68.09,20,37,2.37,scattered clouds
465,Cabedelo,BR,-6.9811,-34.8339,79.47,78,92,11.99,overcast clouds
466,Nueve De Julio,AR,-35.4444,-60.8831,55.71,97,100,9.86,light rain
467,Khandbari,NP,27.3747,87.2039,58.57,83,45,2.53,scattered clouds
468,Riverton,US,40.5219,-111.9391,61.57,57,40,1.99,scattered clouds
469,Saint Simons,US,31.1352,-81.3901,60.03,77,1,4.61,clear sky
470,Pemba,MZ,-12.974,40.5178,77.77,81,29,14.05,scattered clouds
471,Ihosy,MG,-22.4,46.1167,66.88,88,91,1.9,overcast clouds
472,Northam,GB,51.0333,-4.2167,53.65,75,48,24.16,scattered clouds
473,Rabaul,PG,-4.1967,152.1721,83.14,71,73,4.72,broken clouds
474,Savinka,RU,50.0785,47.0994,41.22,61,0,7.31,clear sky
475,Husavik,IS,66.0449,-17.3389,34.16,99,100,19.95,moderate rain
476,Kombissiri,BF,12.0656,-1.3375,80.37,26,90,6.53,overcast clouds
477,Wangqing,CN,43.3218,129.7634,42.28,69,100,3.51,light rain
478,Yulara,AU,-25.2406,130.9889,75.04,60,0,8.05,clear sky
479,Zitiste,RS,45.485,20.5497,41.02,67,0,13.0,clear sky
480,Puerto Escondido,MX,15.85,-97.0667,79.93,79,99,3.13,overcast clouds
481,Cocobeach,GA,1.0002,9.5823,75.18,94,100,7.0,heavy intensity rain
482,Harper,LR,4.375,-7.7169,77.45,87,96,7.9,overcast clouds
483,Masallatah,LY,32.6167,14.0,71.65,40,97,10.94,overcast clouds
484,Aranos,NA,-24.1333,19.1167,63.18,21,0,10.09,clear sky
485,Asau,RO,46.4333,26.4,43.72,95,0,4.0,clear sky
486,Abomsa,ET,9.9833,39.9833,66.22,73,99,4.56,light rain
487,Porto Calvo,BR,-9.045,-35.3983,76.35,88,58,4.25,broken clouds
488,Khandyga,RU,62.6667,135.6,7.95,84,100,4.14,overcast clouds
489,Mahon,ES,39.8885,4.2658,70.36,94,0,11.5,clear sky
490,Alekseyevsk,RU,57.8406,108.3492,31.01,89,100,3.22,overcast clouds
491,Pierre,US,44.3683,-100.351,41.05,56,0,3.0,clear sky
492,Tual,ID,-5.6667,132.75,84.24,70,72,5.7,broken clouds
493,Povenets,RU,62.8487,34.8262,42.49,96,100,7.43,light rain
494,Batemans Bay,AU,-35.7167,150.1833,77.99,49,71,8.23,broken clouds
495,Vila Velha,BR,-20.3297,-40.2925,71.55,94,90,3.44,overcast clouds
496,Ballina,AU,-28.8667,153.5667,70.79,66,100,8.81,overcast clouds
497,Fort Nelson,CA,58.8053,-122.7002,29.79,59,40,0.0,scattered clouds
498,Yamada,JP,39.4667,141.95,60.55,68,38,4.94,scattered clouds
499,Salamiyah,SY,35.0113,37.0532,66.02,61,4,21.52,clear sky
500,Hakkari,TR,37.5833,44.1667,46.26,90,100,3.09,overcast clouds
501,Canutama,BR,-6.5339,-64.3831,74.34,91,98,5.59,overcast clouds
502,Suntar,RU,62.1444,117.6319,20.82,76,100,5.53,overcast clouds
503,Grand Gaube,MU,-20.0064,57.6608,70.38,81,0,5.01,clear sky
504,Batagay-Alyta,RU,67.8006,130.4114,2.97,87,100,3.83,overcast clouds
505,Yangjiang,CN,21.85,111.9667,76.95,83,100,7.49,overcast clouds
506,Hofn,IS,64.2539,-15.2082,39.6,60,99,26.42,overcast clouds
507,Enshi,CN,30.3,109.4833,57.24,95,100,1.01,overcast clouds
508,Crowley,US,30.2141,-92.3746,64.36,84,0,4.5,clear sky
509,Shitanjing,CN,39.2342,106.3439,41.65,45,100,4.5,overcast clouds
510,Dingle,PH,10.9995,122.6711,82.22,79,94,14.12,overcast clouds
511,Stege,DK,54.987,12.2846,56.05,70,100,28.9,overcast clouds
512,Velsk,RU,61.0701,42.0983,38.62,97,100,3.36,overcast clouds
513,Muyezerskiy,RU,63.9333,31.65,39.67,98,100,4.81,overcast clouds
514,Ketchikan,US,55.3422,-131.6461,43.54,76,43,3.44,scattered clouds
515,Gladstone,AU,-23.85,151.25,82.78,53,75,19.57,broken clouds
516,Dinguiraye,GN,11.3,-10.7167,71.35,85,91,3.11,overcast clouds
517,Wad Madani,SD,14.4012,33.5199,84.15,25,7,8.37,clear sky
518,Mount Isa,AU,-20.7333,139.5,87.57,37,9,13.8,clear sky
519,Chernyshevskiy,RU,63.0128,112.4714,9.61,95,79,4.38,broken clouds
520,San Borja,BO,-14.8167,-66.85,86.25,39,23,3.67,few clouds
521,Alice Springs,AU,-23.7,133.8833,72.95,53,75,0.0,broken clouds
522,Pardina,RO,45.3064,28.9569,50.59,90,45,4.03,scattered clouds
523,Tanout,NE,14.9709,8.8879,79.72,19,21,10.38,few clouds
524,Urubicha,BO,-15.3833,-62.95,81.25,47,8,1.92,clear sky
525,Sainte-Thecle,CA,46.8168,-72.4991,45.19,96,100,8.97,overcast clouds
526,Ballitoville,ZA,-29.539,31.2144,65.25,85,28,6.13,scattered clouds
527,Muskogee,US,35.5834,-95.3336,56.21,81,1,4.61,clear sky
528,Podor,MR,16.6527,-14.9587,88.52,22,79,9.1,broken clouds
529,Fomboni,KM,-12.28,43.7425,79.34,81,1,15.37,clear sky
530,Wukari,NG,7.85,9.7833,76.39,81,67,5.5,broken clouds
531,Sao Goncalo Do Sapucai,BR,-21.8922,-45.5953,64.74,98,100,3.76,overcast clouds
532,Sri Aman,MY,1.2376,111.4621,79.54,88,100,1.81,overcast clouds
533,Luena,AO,-11.7833,19.9167,62.28,97,100,4.16,overcast clouds
534,Lakes Entrance,AU,-37.8811,147.981,71.58,56,100,6.91,overcast clouds
535,Changchun,CN,43.88,125.3228,40.14,58,100,5.08,overcast clouds
536,Ramon,PH,16.7842,121.535,77.41,79,94,2.13,overcast clouds
537,Ust-Nera,RU,64.5667,143.2,-11.38,98,91,5.95,overcast clouds
538,Maroantsetra,MG,-15.4333,49.7333,73.42,90,90,2.13,overcast clouds
539,Musoma,TZ,-1.5,33.8,71.64,69,100,8.03,overcast clouds
540,Boguchany,RU,58.3814,97.4531,32.7,95,100,9.26,light snow
541,Kindersley,CA,51.4668,-109.1682,30.38,43,0,6.6,clear sky
542,Macas,EC,-2.3167,-78.1167,67.59,97,96,2.33,light rain
543,Aleksandrovskiy Zavod,RU,50.9237,117.9374,27.84,31,12,5.32,few clouds
544,Salinas,US,36.6777,-121.6555,63.86,68,1,6.91,clear sky
545,Cap Malheureux,MU,-19.9842,57.6142,70.47,81,0,1.99,clear sky
546,Valpacos,PT,41.6075,-7.3109,52.74,85,100,9.24,overcast clouds
547,Aksu,CN,41.1231,80.2644,42.31,33,0,3.38,clear sky
548,Avon,US,41.4517,-82.0354,56.86,74,100,5.01,overcast clouds
549,Itarema,BR,-2.9248,-39.9167,80.35,78,29,13.42,scattered clouds
550,Maarianhamina,AX,60.0973,19.9348,46.26,100,90,4.61,fog
551,Santo Antonio Do Ica,BR,-3.1022,-67.9397,75.63,90,100,1.12,overcast clouds
552,Storsteinnes,NO,69.2408,19.2344,42.8,96,100,6.96,overcast clouds
553,Amapa,BR,1.0,-52.0,71.73,99,100,1.95,light rain
554,Nakhon Nayok,TH,14.1667,101.1,84.02,86,100,1.1,overcast clouds
555,Conde,BR,-7.2597,-34.9075,78.26,78,20,5.75,few clouds
556,Boende,CD,-0.2167,20.8667,69.01,92,100,2.59,overcast clouds
557,Milkovo,RU,54.7167,158.6167,26.74,61,53,4.09,broken clouds
558,Tarrafal,CV,15.2833,-23.7667,77.79,80,99,10.27,overcast clouds
559,Kuvandyk,RU,51.4781,57.3552,39.11,95,100,7.2,overcast clouds
560,Honningsvag,NO,70.9821,25.9704,34.7,86,97,17.38,overcast clouds
561,Opuwo,NA,-18.0607,13.84,65.55,20,0,5.64,clear sky
562,Banjar,ID,-8.19,114.9675,82.26,72,100,1.63,overcast clouds
563,Atar,MR,20.5169,-13.0499,80.6,20,0,5.17,clear sky
564,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.9,94,100,19.24,moderate rain
565,Nyurba,RU,63.2842,118.3319,16.12,85,100,6.73,overcast clouds
566,Samarai,PG,-10.6167,150.6667,83.75,77,100,14.88,overcast clouds
567,Saint-Augustin,CA,51.226,-58.6502,44.06,65,100,8.77,overcast clouds
568,Plainview,US,40.7765,-73.4673,60.48,75,20,1.01,few clouds
569,Shakiso,ET,5.75,38.9167,53.64,86,8,4.25,clear sky
570,Chhabra,IN,24.6667,76.8333,63.72,51,0,5.21,clear sky
571,Pangody,RU,65.85,74.4859,-1.82,100,81,6.29,broken clouds
572,Sehithwa,BW,-20.4667,22.7167,78.71,18,0,1.97,clear sky
573,Cabinda,AO,-5.55,12.2,77.49,87,100,9.22,light rain
574,San Lorenzo,PY,-25.3333,-57.5333,74.95,71,7,5.35,clear sky
575,Qasigiannguit,GL,68.8193,-51.1922,32.25,93,100,8.72,overcast clouds
576,Takoradi,GH,4.8845,-1.7554,78.03,87,100,11.21,overcast clouds
577,Muros,ES,42.7762,-9.0603,58.15,94,58,11.59,broken clouds
578,Taungdwingyi,MM,20.0167,95.55,75.6,88,75,2.95,broken clouds
579,Marzuq,YE,14.4,46.4667,66.04,60,5,2.93,clear sky
580,Maragogi,BR,-9.0122,-35.2225,76.96,82,34,8.34,scattered clouds
581,Aitape,PG,-3.1374,142.3475,78.62,90,100,7.25,overcast clouds
582,Bhawanipatna,IN,19.9,83.1667,69.4,89,82,1.66,broken clouds
583,Shimoda,JP,34.6667,138.95,66.11,72,100,9.1,overcast clouds
584,Tezu,IN,27.9167,96.1667,67.8,63,50,3.04,scattered clouds
585,Zhangye,CN,38.9342,100.4517,44.51,36,96,1.03,overcast clouds
586,Vao,NC,-22.6667,167.4833,72.07,75,34,14.9,scattered clouds
587,Zyryanka,RU,65.75,150.85,0.39,88,16,10.78,few clouds
588,Aqtobe,KZ,50.2797,57.2072,37.49,93,0,11.18,clear sky
589,Ahipara,NZ,-35.1667,173.1667,60.94,64,98,14.43,overcast clouds
590,Egvekinot,RU,66.3167,-179.1667,-0.02,83,94,6.15,overcast clouds
591,Alikovo,RU,55.7383,46.7549,35.47,87,18,11.07,few clouds
592,Lashio,MM,22.9333,97.75,64.56,92,29,0.38,scattered clouds
593,Mugur-Aksy,RU,50.35,90.5,10.22,87,12,7.2,few clouds
594,Taitung,TW,22.7583,121.1444,79.07,65,20,8.05,few clouds
595,Aleppo,SY,36.25,37.5,62.42,64,45,8.99,scattered clouds
596,Avera,US,33.194,-82.5271,57.67,75,0,6.96,clear sky
597,Caranavi,BO,-15.8167,-67.55,68.86,77,100,3.65,overcast clouds
598,Anadyr,RU,64.75,177.4833,-5.01,76,66,15.01,broken clouds
599,Faanui,PF,-16.4833,-151.75,78.76,74,95,17.05,overcast clouds
600,Kaeo,NZ,-35.1,173.7833,66.33,63,98,6.04,overcast clouds
601,Powell River,CA,49.8496,-124.5361,47.08,60,0,2.44,clear sky
602,Ulladulla,AU,-35.35,150.4667,77.77,47,85,10.11,overcast clouds
603,Beringovskiy,RU,63.05,179.3167,6.82,89,73,12.64,broken clouds
604,Alofi,NU,-19.0595,-169.9187,80.49,69,28,14.97,scattered clouds
605,Hanzhong,CN,33.0728,107.0303,56.71,80,96,2.64,overcast clouds
606,Mirabad,AF,30.4362,61.8383,61.0,32,0,23.91,clear sky
607,Petrove,UA,48.3247,33.2562,39.31,84,0,7.27,clear sky
608,Rorvik,NO,64.8621,11.2373,47.21,83,93,13.38,overcast clouds
609,San-Pedro,CI,4.7485,-6.6363,76.89,89,100,6.87,overcast clouds
610,Kostroma,RU,57.7708,40.9344,42.51,93,15,8.19,few clouds
611,Ust-Omchug,RU,61.15,149.6333,-7.33,95,33,1.83,scattered clouds
612,Uravakonda,IN,14.95,77.2667,71.49,90,45,5.75,scattered clouds
613,Phoenixville,US,40.1304,-75.5149,59.47,75,40,1.01,scattered clouds
614,Bitung,ID,1.4451,125.1824,86.85,65,87,1.7,overcast clouds
615,Thaton,MM,16.9206,97.3714,77.97,86,83,3.51,broken clouds
616,Bartlesville,US,36.7473,-95.9808,57.76,65,77,1.01,broken clouds
617,Alice,US,27.7523,-98.0697,75.31,62,0,12.19,clear sky
618,Xining,CN,36.6167,101.7667,36.3,84,99,2.8,overcast clouds
619,Bozdar,PK,27.1828,68.636,62.67,19,0,0.76,clear sky
620,Jinhua,CN,29.1078,119.6547,64.69,79,49,3.6,scattered clouds
621,Jalu,LY,29.0331,21.5482,64.99,85,13,7.87,few clouds
622,Burdur,TR,37.7203,30.2908,52.5,87,75,6.91,broken clouds
623,Rock Springs,US,41.5875,-109.2029,42.04,73,75,1.01,broken clouds
624,Dolores,AR,-36.3132,-57.6792,53.82,81,100,8.48,light rain
625,Sabang,ID,5.8933,95.3214,81.34,75,77,6.87,broken clouds
626,Hellvik,NO,59.9156,5.781,55.78,70,100,11.01,light rain
627,Kozluk,TR,38.1938,41.4885,57.45,73,100,2.57,overcast clouds
628,Carlsbad,US,33.1581,-117.3506,69.1,81,1,1.01,clear sky
629,Jiuquan,CN,39.7432,98.5174,41.88,36,14,3.94,few clouds
630,Camana,PE,-16.6228,-72.7111,65.46,83,0,5.86,clear sky
631,Alice Town,BS,25.7167,-79.3,77.07,63,76,5.08,broken clouds
632,Kavaratti,IN,10.5669,72.642,81.1,79,81,6.87,broken clouds
633,Tipuani,BO,-15.5648,-68.0185,71.06,93,100,2.71,overcast clouds
634,Tabou,CI,4.423,-7.3528,76.86,88,90,7.85,light rain
635,Izhma,RU,65.0083,53.9113,9.57,96,42,3.89,scattered clouds
636,Vidor,US,30.1316,-94.0155,64.42,57,0,2.86,clear sky
637,Hami,CN,42.8,93.45,48.6,49,100,2.08,overcast clouds
638,Oktyabrskiy,RU,54.4815,53.471,41.05,86,49,8.08,scattered clouds
639,Raymondville,US,26.4815,-97.7831,81.37,59,2,14.12,clear sky
640,Golpayegan,IR,33.4537,50.2884,54.16,45,45,1.25,scattered clouds
641,Hyeres,FR,43.1167,6.1167,63.68,79,90,6.91,overcast clouds
642,Fukue,JP,32.6881,128.8419,69.04,52,100,11.54,overcast clouds
643,Wainwright,CA,52.839,-110.8572,27.18,52,0,4.36,clear sky
644,Vrangel,RU,42.7297,133.0839,51.15,71,100,15.3,overcast clouds
645,Irtyshskiy,RU,58.3333,68.1333,25.12,96,100,7.02,snow
646,Puerto Quijarro,BO,-17.7833,-57.7667,78.66,77,63,2.98,broken clouds
647,Hervey Bay,AU,-25.2986,152.8535,77.11,59,100,16.75,overcast clouds
648,Pa Sang,TH,18.5262,98.9394,77.79,68,82,0.85,broken clouds
649,Tairua,NZ,-37.0167,175.85,67.08,59,81,3.24,broken clouds
650,Gamba,GA,-2.65,10.0,76.01,89,100,7.58,light rain
651,Fayaoue,NC,-20.65,166.5333,75.54,62,0,5.95,clear sky
652,Auki,SB,-8.7676,160.7034,82.0,79,100,6.73,light rain
653,Arkhangelsk,RU,64.5401,40.5433,33.91,100,90,8.95,light snow
654,Zabol,AF,32.25,67.25,44.19,39,0,6.71,clear sky
655,Oksfjord,NO,70.2396,22.3479,38.32,91,86,12.08,overcast clouds
656,Tra Vinh,VN,9.9347,106.3453,83.7,73,84,10.76,broken clouds
657,Maniitsoq,GL,65.4167,-52.9,35.17,99,95,11.01,light rain
658,Bathsheba,BB,13.2167,-59.5167,77.61,83,75,16.11,broken clouds
659,Riyadh,SA,24.6877,46.7219,71.85,28,0,3.67,clear sky
660,Fort Frances,CA,48.5999,-93.4003,35.17,76,90,1.01,light rain
661,Kahului,US,20.8947,-156.47,83.97,75,5,5.01,clear sky
662,San Rafael,AR,-34.6177,-68.3301,48.7,71,100,4.85,overcast clouds
663,Makakilo City,US,21.3469,-158.0858,82.15,62,20,9.22,few clouds
664,Abu Samrah,SY,35.3029,37.1841,65.57,59,3,8.37,clear sky
665,Almaznyy,RU,48.0448,40.045,46.54,94,0,7.9,clear sky
666,Sarangani,PH,5.4033,125.4636,83.53,73,75,12.01,broken clouds
667,Lamu,KE,-2.2717,40.902,79.02,83,42,12.62,scattered clouds
668,Sekoma,BW,-24.4,23.8833,70.79,20,0,7.76,clear sky
669,Arlit,NE,18.7369,7.3853,80.62,21,41,8.68,scattered clouds
670,Silver City,US,32.7701,-108.2803,61.63,31,1,4.0,clear sky
671,Mordovo,RU,52.0834,40.77,39.92,70,4,5.77,clear sky
